26,38,-40097.561109812,-40167.0504004331,69.4892906211317
7,55,-53758.2001532409,-53828.714704616,70.5145513750613
52,8,-33322.4458194366,-33392.0769724622,69.6311530256644
40,6,-60504.1686641369,-60577.2579411706,73.0892770336941
26,40,-71002.5234068912,-71076.5284541845,74.0050472933799
19,36,-89114.9571160953,-89187.9474744685,72.9903583731502
2,64,-69192.4849935621,-69264.1386683686,71.6536748064682
7,51,-61095.9706798913,-61166.7837634441,70.8130835527554
11,53,-22975.3613356426,-23044.4837051788,69.1223695361987
9,5,-36225.7646674281,-36296.913494437,71.148827008903
59,41,-35593.1746692853,-35662.8661569273,69.6914876420051
36,22,-88415.6810117355,-88488.0898692971,72.4088575616479
54,53,-61622.2557746777,-61693.1537083536,70.8979336759076
37,40,-56051.1401797365,-56122.3620052086,71.2218254720792
55,30,-74966.787871086,-75040.4061372876,73.6182662015781
6,15,-35577.4955207352,-35647.6480530212,70.1525322860107
35,38,-30792.2501403531,-30862.3992367638,70.1490964107215
36,56,-123770.828256605,-123847.199577182,76.371320576407
54,50,-63988.8163874475,-64060.106338596,71.2899511484429
2,28,-75013.118057251,-75086.2428242462,73.124766995199
8,52,-33322.4458194366,-33392.0769724622,69.6311530256644
49,31,-19609.9863042319,-19678.1327011306,68.1463968986645
24,19,-14030.4275751552,-14095.6278222166,65.2002470614389
41,16,-18138.394276238,-18206.2140788808,67.8198026427999
9,4,-22728.1794156637,-22797.4189634146,69.2395477509126
49,42,-15985.7469432401,-16053.4366082773,67.6896650372073
9,56,-57309.110610324,-57381.4263426708,72.3157323468477
13,39,-17552.8543567825,-17618.5789487232,65.7245919406414
4,49,-15626.2156886179,-15692.3564485461,66.140759928152
30,54,-77139.4063669387,-77213.2536460375,73.8472790988162
65,50,-45932.3361477861,-46003.7721462371,71.4359984509647
48,61,-8980.84389554523,-9044.82986439206,63.9859688468277
38,32,-32881.2090445086,-32951.201523195,69.9924786863849
56,65,-73192.8107410939,-73266.5275213793,73.716780285351
27,22,-15255.0111176874,-15321.4855633788,66.4744456913322
2,21,-179656.222661694,-179734.452468143,78.2298064492643
24,30,-34498.848188146,-34568.7896296792,69.9414415331557
46,13,-23729.9071730236,-23798.3449301217,68.437757098116
46,31,-26024.5662872726,-26093.9589010747,69.3926138021052
6,16,-23453.8331356747,-23521.8375601862,68.004424511455
21,40,-163849.783766238,-163927.867025714,78.0832594763488
33,28,-36386.0643187091,-36453.4939823532,67.4296636441723
7,15,-25835.5344479578,-25903.9176792037,68.3832312459126
9,62,-21242.004516528,-21309.8516785596,67.8471620315686
41,32,-30453.1870605722,-30524.3263887595,71.1393281873316
40,15,-63536.2032251814,-63608.8087638905,72.6055387090892
2,45,-72107.6034561209,-72180.5449155355,72.9414594145492
33,11,-31656.6711371802,-31726.9802442845,70.3091071043164
47,33,-43696.061294253,-43767.7983382558,71.7370440028608
32,58,-23113.7825880433,-23181.1924158065,67.4098277632147
30,62,-33558.3256990938,-33628.1649846938,69.8392855999991
17,60,-25559.741054398,-25628.2716345424,68.5305801443756
63,31,-103455.818982031,-103530.075911857,74.2569298259914
42,10,-18168.5368024148,-18236.7030170709,68.1662146560848
31,37,-23109.0054819062,-23177.4511044119,68.4456225056201
40,15,-63536.2032251814,-63608.8087638905,72.6055387090892
47,19,-30038.9450373659,-30108.278550447,69.3335130810738
7,53,-18778.2230384788,-18845.3884752095,67.1654367307201
