-1.8307225058347
-3.70995719523715
-5.47733834136261
-7.14117424613892
-8.71482075757098
-10.2036086495374
-11.6398946426407
-13.0076515539185
-14.3318240104929
-15.6258763856274
-16.8970879938647
-18.1415596693348
-19.3674043506207
-20.5711211864801
-21.7739518293223
-22.9674225813588
-24.1551873589655
-25.3309467416439
-26.5030481679554
-27.6744650197882
-28.8324374637433
-29.9883990845853
-31.1454742280586
-32.2960323715576
-33.4505925287855
-34.5970035359137
-35.7477465364421
-36.9038256543084
-38.0504413306052
-39.1944785191651
-40.3324974002528
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
-74.2163867815702
Infinity
Infinity
-77.5891171292414
-78.7117166958995
-79.8309339901324
-80.9528251555045
-82.0740254856719
-83.1937188525355
-84.3170236707207
-85.4398510895504
-86.5598476970482
-87.6808977731445
-88.7992618917194
-89.9169050758851
-91.0365127470795
-92.1560803029122
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
-103.334645241529
-104.45216316725
-105.568237322454
-106.685339439249
-107.801627029156
-108.917512512158
-110.034185715163
-111.150870322893
-112.266703456412
-113.381864066532
-114.497894656641
-115.613364841656
-116.728247434123
-117.843707706804
