-1.83017135634953
-3.70858378906227
-5.47462866616247
-7.1363329750814
-8.70612901064807
-10.1897425619396
-11.6185014400978
-12.9748581356743
-14.285161491934
-15.5670972127918
-16.8223525861812
-18.0490954727475
-19.2615428963674
-20.4583365378772
-21.6613468857071
-22.8490925426127
-24.0385922216225
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
-77.6476103162871
-78.7722990338724
-79.8933969456431
-81.0185078817245
-82.1429896674456
-83.2660976961016
-84.3917976212659
-85.5175529491969
-86.6399891963068
-87.7637945620272
-88.8847177913282
-90.0045682661219
-91.1261410122286
-92.24842979989
-93.3697489038315
-94.4889656030474
-95.6113253849905
-96.7299890436964
-97.8485296585989
-98.9662849685227
-100.084075323582
-101.202465511681
-102.31858080501
-103.435617424641
-104.552496342597
-105.668331393421
-106.784455188498
-107.899845628701
-109.014346681651
-110.129278594032
-111.243673093215
-112.357111017112
-113.469732468126
-114.582520985021
-115.694630381763
-116.806291581796
-117.917605524571
