-2.88910422170644
-5.73090954352822
-8.22668663873994
-10.4341970330717
-12.3936042546187
-14.1676827479525
-15.802933985064
-17.3056776546734
-18.7221907519972
-20.084083482229
-21.4036944434582
-22.679761132806
-23.9257450325467
-25.1416927939102
-26.3547649675067
-27.5560560854592
-28.7496525118198
-29.9272492644901
-31.100676759486
-32.2738967109417
-33.4331278938751
-34.5898949720394
-35.7480828380131
-36.8996506944266
-38.0550574273144
-39.2014086527632
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
-66.4528386345211
-67.5799543104545
-68.7078029859691
-69.831582278347
-70.9561404456866
-72.0830255258472
-73.206840119021
-74.3317180035625
Infinity
-76.5782863046423
-77.7015244171304
-78.8247095793107
Infinity
Infinity
-82.1960146618202
-83.3174099078404
-84.435966656363
-85.5578718232218
-86.6793028800219
-87.7992434028619
-88.9216085951603
-90.0444491200878
-91.1644571298711
-92.2855191574411
-93.4038935582018
-94.5215468975575
-95.641167990012
-96.7607458596855
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
Infinity
-107.939392759553
-109.056918337316
-110.172999466986
-111.290108810233
-112.406403226457
-113.522295235947
-114.638975147133
-115.755666372028
-116.871505718631
-117.986672225869
-119.10270892105
-120.218184925215
-121.333073057857
-122.448538975692
